year_of_manufacture,manufacturer,model,mileage,body_type,transmission,drivetrain,exterior_colour,interior_colour,passengers,doors,fuel_type,price,city_consumption,highway_consumption,engine_displacement_L,engine_cylinders,engine_type
2011,Acura,RDX,240000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,9999,11.7,8.7,2.4,4.0,Inline
2014,Acura,RDX,290000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,11600,10.8,8.7,2.4,4.0,Inline
2021,Acura,RDX,58742.0,SUV,Automatic,4X4,white,black,5,4,gasoline,43495,11.3,9.1,2.0,4.0,Inline
2007,Acura,TL,178878.0,Sedan,Automatic,FWD,blue,gray,5,4,gasoline,12999,12.3,7.8,2.4,6.0,V-Engine
2010,Acura,MDX,181045.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,13980,13.2,9.6,3.7,4.0,Other
2018,Acura,ILX,83020.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,25989,9.4,6.8,2.4,4.0,Inline
2019,Acura,RDX,68000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,31000,10.8,8.7,2.4,4.0,Inline
2019,Acura,RDX,110024.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,34995,11.0,8.6,2.0,4.0,Inline
2020,Acura,RDX,60892.0,SUV,Automatic,4X4,black,black,5,4,gasoline,38495,11.0,8.6,2.0,4.0,Inline
2019,Acura,RDX,34586.0,SUV,Automatic,4X4,black,black,5,4,gasoline,40995,11.0,8.6,2.0,4.0,Inline
2012,Acura,TSX,142791.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,10985,9.3,6.2,2.4,4.0,Inline
2019,Acura,RDX,93111.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,38426,11.3,9.1,2.0,4.0,Inline
2020,Acura,RDX,59380.0,SUV,Automatic,4X4,white,black,5,4,gasoline,42994,11.0,8.6,2.4,4.0,Inline
2019,Acura,MDX,88199.0,SUV,Automatic,4X4,white,red,7,4,gasoline,39495,12.2,9.25,3.5,6.0,V-Engine
2020,Acura,RDX,32575.0,SUV,Automatic,4X4,white,red,5,4,gasoline,43888,11.3,9.1,2.0,4.0,Inline
2021,Acura,RDX,19457.0,SUV,Automatic,4X4,white,black,5,4,gasoline,49635,10.8,8.7,2.4,4.0,Inline
2009,Acura,TSX,253873.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,6990,9.6,6.5,2.4,4.0,Inline
2015,Acura,RDX,230000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,13888,12.1,8.7,2.4,6.0,V-Engine
2012,Acura,MDX,141000.0,SUV,Automatic,4X4,white,brown,7,4,gasoline,14995,13.2,9.6,3.7,4.0,Other
2014,Acura,RDX,177000.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,14995,10.7,7.3,3.5,4.0,Other
2015,Acura,RDX,161000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,17995,12.1,8.7,3.5,4.0,Other
2015,Acura,RDX,160000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,18450,12.1,8.7,2.4,6.0,V-Engine
2019,Acura,TLX,27630.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,32495,11.4,7.7,3.5,6.0,V-Engine
2015,Acura,RDX,154925.0,SUV,Automatic,4X4,black,black,5,4,gasoline,18490,12.1,8.7,2.4,6.0,V-Engine
2015,Acura,MDX,206795.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,18990,12.7,9.1,3.5,6.0,Inline
2017,Acura,TLX,185361.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,19798,11.2,7.5,3.5,4.0,Other
2017,Acura,RDX,182129.0,SUV,Automatic,4X4,white,brown,5,4,gasoline,19990,12.4,8.7,3.5,6.0,Inline
2016,Acura,MDX,187403.0,SUV,Automatic,4X4,white,black,7,4,gasoline,20880,12.2,9.1,2.4,6.0,V-Engine
2016,Acura,RDX,63846.0,SUV,Automatic,4X4,black,black,5,4,gasoline,21995,12.4,8.6,3.5,4.0,Other
2016,Acura,TLX,106520.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,22895,11.2,7.5,2.4,6.0,V-Engine
2016,Acura,MDX,149000.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,25950,12.2,9.1,2.4,6.0,V-Engine
2017,Acura,RDX,73000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,25950,12.4,8.7,2.4,6.0,V-Engine
2021,Acura,RDX,32479.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,45295,11.3,9.1,2.0,4.0,Inline
2018,Acura,RDX,55656.0,SUV,Automatic,4X4,white,black,5,4,gasoline,26995,12.4,8.7,3.5,4.0,Other
2016,Acura,MDX,124021.0,SUV,Automatic,4X4,black,black,7,4,gasoline,27500,12.7,9.1,3.5,4.0,Other
2018,Acura,TLX,72702.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,27880,11.4,7.7,2.4,6.0,V-Engine
2017,Acura,MDX,159598.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,27888,12.6,9.0,3.5,4.0,Other
2019,Acura,TLX,56700.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,28880,10.0,7.1,2.4,4.0,Inline
2019,Acura,TLX,80000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,28950,10.0,7.1,2.4,4.0,Inline
2013,Acura,RDX,267187.0,SUV,Automatic,4X4,white,black,5,4,gasoline,10795,9.8,6.2,3.5,6.0,V-Engine
2020,Acura,ILX,36253.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,29998,9.9,7.0,2.4,4.0,Inline
2018,Acura,MDX,118800.0,SUV,Automatic,4X4,black,brown,5,4,gasoline,34488,12.6,9.0,3.5,4.0,Other
2019,Acura,RDX,75786.0,SUV,Automatic,4X4,white,black,5,4,gasoline,38388,11.3,9.1,2.4,4.0,Inline
2021,Acura,RDX,67950.0,SUV,Automatic,4X4,blue,red,5,4,gasoline,46989,11.3,9.1,2.4,4.0,Inline
2022,Acura,TLX,12209.0,Sedan,Automatic,4X4,silver,red,5,4,gasoline,50188,11.3,8.1,2.4,4.0,Inline
2020,Acura,MDX,48622.0,SUV,Automatic,4X4,black,red,7,4,gasoline,45995,12.2,9.5,3.5,6.0,V-Engine
2014,Acura,RDX,290000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,11600,10.8,8.7,2.4,4.0,Inline
2017,Acura,NSX,38000.0,Coupe,Automatic,4X4,black,black,2,2,hybrid,159950,10.8,8.7,2.4,6.0,V-Engine
2018,Acura,TLX,72000.0,Sedan,Automatic,FWD,white,red,5,4,gasoline,29880,10.8,8.7,2.4,4.0,Inline
2019,Acura,ILX,74148.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,29990,9.9,7.0,2.4,4.0,Inline
2019,Acura,TLX,62099.0,Sedan,Automatic,FWD,white,beige,5,4,gasoline,30388,10.0,7.1,2.4,4.0,Inline
2016,Acura,MDX,53000.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,30900,12.7,9.1,2.4,6.0,V-Engine
2018,Acura,ILX,33810.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,26988,9.4,6.8,2.4,4.0,Inline
2019,Acura,RDX,77300.0,SUV,Automatic,4X4,blue,black,5,4,gasoline,32880,11.0,8.6,2.4,4.0,Inline
2018,Acura,MDX,63000.0,SUV,Automatic,4X4,black,black,7,4,gasoline,34880,12.6,9.0,2.4,6.0,Inline
2020,Acura,TLX,15288.0,Sedan,Automatic,FWD,white,red,4,4,gasoline,34888,10.2,7.4,2.4,4.0,Other
2019,Acura,RDX,48001.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,34999,11.0,8.6,2.4,4.0,Inline
2019,Acura,RDX,80538.0,SUV,Automatic,4X4,black,black,5,2,gasoline,36600,11.0,8.6,2.0,4.0,Inline
2019,Acura,MDX,37200.0,SUV,Automatic,4X4,white,black,7,4,gasoline,37900,12.2,9.0,2.4,6.0,V-Engine
2019,Acura,MDX,111000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,37900,12.2,9.0,2.4,6.0,V-Engine
2020,Acura,TLX,47997.0,Sedan,Automatic,4X4,silver,red,5,2,gasoline,38500,12.0,8.2,3.5,6.0,Inline
2019,Acura,RDX,51915.0,SUV,Automatic,4X4,white,black,5,2,gasoline,38588,11.0,8.6,2.0,4.0,Inline
2021,Acura,RDX,58742.0,SUV,Automatic,4X4,white,black,5,4,gasoline,43495,11.3,9.1,2.0,4.0,Inline
2019,Acura,MDX,58824.0,SUV,Automatic,4X4,black,black,7,4,gasoline,38699,12.2,9.0,3.5,4.0,Other
2020,Acura,TLX,39732.0,Sedan,Automatic,4X4,black,black,5,2,gasoline,38900,12.0,8.2,3.5,6.0,Inline
2019,Acura,RDX,68267.0,SUV,Automatic,4X4,black,black,5,2,gasoline,38989,11.3,9.1,2.0,4.0,Inline
2019,Acura,MDX,102550.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,39597,12.2,9.0,2.4,6.0,V-Engine
2020,Acura,RDX,70852.0,SUV,Automatic,4X4,silver,black,5,2,gasoline,40800,11.0,8.6,2.0,4.0,Inline
2019,Acura,MDX,55000.0,SUV,Automatic,FWD,gray,black,5,4,gasoline,40999,10.8,8.7,2.4,4.0,Inline
2020,Acura,RDX,79374.0,SUV,Automatic,4X4,black,red,5,2,gasoline,41500,11.3,9.1,2.0,4.0,Inline
2019,Acura,RDX,43950.0,SUV,Automatic,4X4,metallic,gray,5,2,gasoline,41883,11.0,8.6,2.0,4.0,Inline
2020,Acura,MDX,95764.0,SUV,Automatic,4X4,silver,red,5,2,gasoline,42337,12.2,9.5,3.5,6.0,Inline
2017,Acura,MDX,91412.0,SUV,Automatic,4X4,black,black,5,4,gasoline,33994,12.6,9.0,2.4,6.0,V-Engine
2020,Acura,RDX,29552.0,SUV,Automatic,4X4,metallic,black,5,2,gasoline,42800,11.0,8.6,2.0,4.0,Inline
2019,Acura,MDX,54789.0,SUV,Automatic,4X4,black,red,7,4,gasoline,42898,12.2,9.25,2.4,6.0,V-Engine
2019,Acura,MDX,49100.0,SUV,Automatic,4X4,black,black,7,4,gasoline,43688,12.2,9.0,2.4,6.0,V-Engine
2020,Acura,MDX,32000.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,45900,12.3,9.2,2.4,6.0,V-Engine
2020,Acura,MDX,65000.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,46900,12.3,9.2,2.4,6.0,V-Engine
2021,Acura,TLX,7259.0,Sedan,Automatic,4X4,white,beige,5,2,gasoline,47555,11.2,8.0,2.0,4.0,Inline
2021,Acura,RDX,37033.0,SUV,Automatic,4X4,black,black,5,4,gasoline,47892,11.3,9.1,2.4,4.0,Inline
2022,Acura,TLX,15100.0,Sedan,Automatic,4X4,white,black,5,2,gasoline,49980,11.3,8.1,2.0,4.0,Inline
2022,Acura,MDX,17582.0,SUV,Automatic,4X4,silver,black,5,2,gasoline,62800,12.6,9.4,3.5,6.0,Inline
2020,Acura,RDX,59380.0,SUV,Automatic,4X4,white,black,5,4,gasoline,42994,11.0,8.6,2.4,4.0,Inline
2011,Acura,MDX,259061.0,SUV,Automatic,4X4,black,black,5,4,gasoline,9995,13.2,9.6,3.7,4.0,Other
2011,Acura,MDX,168000.0,SUV,Automatic,4X4,other,black,5,4,gasoline,11200,13.2,9.6,2.4,6.0,V-Engine
2013,Acura,MDX,218600.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,13495,13.2,9.6,2.4,6.0,V-Engine
2013,Acura,MDX,230659.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,13995,13.2,9.6,2.4,6.0,V-Engine
2014,Acura,TL,167760.0,Sedan,Automatic,FWD,white,beige,5,4,gasoline,14900,10.4,6.8,3.5,4.0,Other
2013,Acura,MDX,191687.0,SUV,Automatic,4X4,white,black,7,4,gasoline,14999,13.2,9.6,3.7,4.0,Other
2011,Acura,MDX,154800.0,SUV,Automatic,4X4,black,black,7,4,gasoline,15495,13.2,9.6,2.4,6.0,V-Engine
2013,Acura,RDX,146000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,15950,9.8,6.2,2.4,6.0,V-Engine
2015,Acura,RDX,192000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,15988,12.4,8.7,2.4,6.0,V-Engine
2019,Acura,TLX,27630.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,32495,11.4,7.7,3.5,6.0,V-Engine
2012,Acura,MDX,175860.0,SUV,Automatic,4X4,black,black,5,4,gasoline,15990,13.2,9.6,3.7,6.0,Inline
2013,Acura,MDX,151000.0,SUV,Automatic,4X4,white,beige,5,4,gasoline,16995,13.2,9.6,2.4,4.0,Other
2016,Acura,ILX,106000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,17900,10.8,8.7,2.4,4.0,Inline
2015,Acura,TLX,138000.0,Sedan,Automatic,FWD,white,brown,5,4,gasoline,17995,10.8,8.7,2.5,4.0,Other
2016,Acura,MDX,226214.0,SUV,Automatic,4X4,white,black,7,4,gasoline,17999,12.7,9.1,2.4,6.0,V-Engine
2014,Acura,TL,105840.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,18888,10.4,6.8,3.5,4.0,Other
2015,Acura,RLX,188900.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,18995,11.9,7.7,3.5,4.0,Other
2015,Acura,TLX,135000.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,19900,11.2,7.5,2.4,6.0,V-Engine
2016,Acura,RDX,171422.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,19995,12.4,8.6,3.5,4.0,Other
2019,Acura,MDX,53052.0,SUV,Automatic,4X4,black,red,5,4,gasoline,43880,12.2,9.25,2.4,6.0,V-Engine
2015,Acura,TLX,98374.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,22880,11.2,6.9,2.4,6.0,V-Engine
2016,Acura,RDX,128850.0,SUV,Automatic,4X4,black,black,5,4,gasoline,23888,10.7,7.3,3.5,4.0,Other
2016,Acura,MDX,163900.0,SUV,Automatic,4X4,black,black,7,4,gasoline,24888,12.2,9.1,2.4,6.0,V-Engine
2016,Acura,MDX,99000.0,SUV,Automatic,4X4,other,black,5,4,gasoline,24900,12.7,9.1,3.5,4.0,Other
2017,Acura,MDX,163234.0,SUV,Automatic,4X4,white,brown,5,4,gasoline,25995,12.2,9.0,2.4,6.0,V-Engine
2017,Acura,RDX,95750.0,SUV,Automatic,4X4,gray,gray,5,4,gasoline,26988,12.4,8.7,3.5,4.0,Other
2014,Acura,RLX,68000.0,Sedan,Automatic,4X4,gray,white,5,4,hybrid,27490,10.8,8.7,3.5,6.0,Hybrid
2019,Acura,ILX,19786.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,28995,9.9,7.0,2.4,4.0,Inline
2019,Acura,TLX,77699.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,29988,11.4,7.7,3.5,6.0,V-Engine
2020,Acura,RDX,39100.0,SUV,Automatic,4X4,white,black,5,4,gasoline,44988,11.3,9.1,2.4,4.0,Inline
2019,Acura,ILX,42727.0,Sedan,Automatic,FWD,white,black,5,2,gasoline,30841,9.9,7.0,2.4,4.0,Inline
2020,Acura,RDX,30786.0,SUV,Automatic,4X4,black,black,5,4,gasoline,39995,11.0,8.6,2.4,4.0,Inline
2019,Acura,MDX,42081.0,SUV,Automatic,4X4,white,black,5,4,gasoline,40588,12.2,9.0,3.5,6.0,Inline
2021,Acura,RDX,66960.0,SUV,Automatic,4X4,black,black,5,4,gasoline,41599,11.0,8.6,2.0,4.0,Inline
2019,Acura,RDX,40305.0,SUV,Automatic,4X4,white,red,5,4,gasoline,41999,11.3,9.1,2.4,4.0,Inline
2020,Acura,RDX,39727.0,SUV,Automatic,4X4,black,black,5,4,gasoline,43399,11.3,9.1,2.0,4.0,Inline
2009,Acura,MDX,215000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,8995,15.7,11.8,2.4,6.0,V-Engine
2009,Acura,MDX,195152.0,SUV,Automatic,4X4,black,black,7,4,gasoline,10990,13.8,10.0,2.4,6.0,V-Engine
2010,Acura,MDX,179777.0,SUV,Automatic,4X4,black,beige,5,4,gasoline,13888,13.2,9.6,3.7,4.0,Other
2020,Acura,TLX,52337.0,Sedan,Automatic,4X4,white,black,5,4,gasoline,39799,12.0,8.2,2.4,6.0,V-Engine
2011,Acura,MDX,215416.0,SUV,Automatic,4X4,white,beige,7,4,gasoline,13999,13.2,9.6,2.4,6.0,V-Engine
2012,Acura,MDX,205152.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,13999,13.2,9.6,3.7,4.0,Other
2011,Acura,MDX,201185.0,SUV,Automatic,4X4,other,black,7,4,gasoline,14999,13.2,9.6,2.4,6.0,V-Engine
2012,Acura,MDX,169750.0,SUV,Automatic,4X4,white,beige,7,4,gasoline,15990,13.2,9.6,3.7,4.0,Other
2012,Acura,TL,155770.0,Sedan,Automatic,4X4,black,brown,5,4,gasoline,16995,11.4,7.6,3.7,4.0,Other
2015,Acura,ILX,88000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,17950,9.8,6.7,2.4,4.0,Inline
2014,Acura,RDX,152000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,18900,10.7,7.3,2.4,6.0,V-Engine
2014,Acura,RDX,144879.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,19500,10.7,7.3,2.4,6.0,V-Engine
2017,Acura,ILX,129899.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,20999,9.3,6.6,2.4,4.0,Other
2021,Acura,RDX,32479.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,45295,11.3,9.1,2.0,4.0,Inline
2016,Acura,TLX,75000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,25999,9.6,6.6,2.5,4.0,Other
2017,Acura,RDX,113234.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,28500,12.4,8.7,2.4,6.0,V-Engine
2018,Acura,TLX,91506.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,28900,10.0,7.1,2.4,4.0,Other
2006,Acura,TSX,262581.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,7600,10.8,8.7,2.4,4.0,Inline
2009,Acura,RDX,243689.0,SUV,Automatic,4X4,white,gray,5,4,gasoline,7999,12.5,9.3,2.4,4.0,Inline
2011,Acura,CSX,218000.0,Sedan,Manual,FWD,white,black,5,4,gasoline,8888,8.7,6.4,2.4,4.0,Inline
2009,Acura,TL,228000.0,Sedan,Automatic,4X4,brown,gray,5,4,gasoline,8995,12.3,8.1,2.4,6.0,V-Engine
2011,Acura,TSX,276900.0,Sedan,Automatic,FWD,gray,beige,5,4,gasoline,8995,9.3,6.2,2.4,4.0,Inline
2007,Acura,MDX,264791.0,SUV,Automatic,4X4,black,black,7,4,gasoline,9800,13.8,10.0,2.4,6.0,V-Engine
2018,Acura,MDX,94862.0,SUV,Automatic,4X4,black,black,7,4,gasoline,34743,12.6,9.0,2.4,4.0,Other
2009,Acura,MDX,223945.0,SUV,Automatic,4X4,black,black,7,4,gasoline,11999,13.8,10.0,2.4,6.0,V-Engine
2011,Acura,CSX,129000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,12900,9.5,6.5,2.4,4.0,Inline
2014,Acura,RDX,212000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,14995,10.7,7.3,2.4,6.0,V-Engine
2011,Acura,MDX,185642.0,SUV,Automatic,4X4,silver,black,7,4,gasoline,14999,13.2,9.6,2.4,6.0,V-Engine
2010,Acura,MDX,124711.0,SUV,Automatic,4X4,metallic,black,5,4,gasoline,15998,13.2,9.6,3.7,6.0,Inline
2015,Acura,TLX,183000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,16995,10.8,8.7,2.4,4.0,Other
2016,Acura,TLX,180170.0,Sedan,Automatic,4X4,silver,black,5,4,gasoline,18995,11.2,7.5,2.4,6.0,V-Engine
2014,Acura,MDX,199174.0,SUV,Automatic,4X4,black,black,7,4,gasoline,18995,10.8,8.7,2.4,6.0,V-Engine
2018,Acura,TLX,154666.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,22888,10.8,8.7,2.4,4.0,Inline
2019,Acura,TLX,43150.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,33495,10.2,7.4,2.4,4.0,Inline
2015,Acura,MDX,175300.0,SUV,Automatic,4X4,white,black,5,4,gasoline,23995,12.7,9.1,2.4,6.0,V-Engine
2017,Acura,ILX,127758.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,25495,9.4,6.8,2.4,4.0,Inline
2019,Acura,RDX,97128.0,SUV,Automatic,4X4,white,black,5,4,gasoline,34980,11.0,8.6,2.4,4.0,Inline
2023,Acura,RDX,135.0,SUV,Automatic,4X4,black,black,5,4,gasoline,65995,10.8,8.7,2.4,4.0,Inline
2017,Acura,NSX,38000.0,Coupe,Automatic,4X4,black,black,2,2,hybrid,159950,10.8,8.7,2.4,6.0,V-Engine
2003,Acura,EL,240500.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,2800,10.8,8.7,2.4,4.0,Inline
2013,Acura,RDX,267187.0,SUV,Automatic,4X4,white,black,5,4,gasoline,10795,9.8,6.2,3.5,6.0,V-Engine
2019,Acura,MDX,78702.0,SUV,Automatic,4X4,red,black,5,4,gasoline,35995,12.2,9.25,3.5,6.0,V-Engine
2019,Acura,RDX,75420.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,36995,11.0,8.6,2.0,4.0,Inline
2020,Acura,RDX,88483.0,SUV,Automatic,4X4,silver,red,5,4,gasoline,39588,11.3,9.1,2.4,4.0,Inline
2020,Acura,RDX,96233.0,SUV,Automatic,4X4,black,black,5,4,gasoline,40888,11.3,9.1,2.0,4.0,Inline
2020,Acura,RDX,55635.0,SUV,Automatic,4X4,black,black,5,4,gasoline,42995,11.0,8.6,2.0,4.0,Inline
2022,Acura,MDX,50845.0,SUV,Automatic,4X4,metallic,red,7,4,gasoline,60866,12.6,9.4,3.5,6.0,V-Engine
2019,Acura,MDX,88199.0,SUV,Automatic,4X4,white,red,7,4,gasoline,39495,12.2,9.25,3.5,6.0,V-Engine
2019,Acura,RDX,97128.0,SUV,Automatic,4X4,white,black,5,4,gasoline,34980,11.0,8.6,2.4,4.0,Inline
2003,Acura,EL,240000.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,3200,10.8,8.7,2.4,4.0,Inline
2008,Acura,RDX,384450.0,SUV,Automatic,4X4,gray,beige,5,4,gasoline,3995,12.5,9.3,2.4,4.0,Inline
2005,Acura,MDX,270000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,4500,10.8,8.7,2.4,4.0,Inline
2005,Acura,MDX,294000.0,SUV,Automatic,4X4,silver,black,5,4,gasoline,4700,10.8,8.7,2.4,4.0,Inline
2017,Acura,MDX,91412.0,SUV,Automatic,4X4,black,black,5,4,gasoline,33994,12.6,9.0,2.4,6.0,V-Engine
2004,Acura,TSX,325000.0,Sedan,Manual,FWD,blue,black,5,4,gasoline,5500,10.8,8.7,2.4,4.0,Inline
2007,Acura,CSX,192845.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,5599,10.8,8.7,2.4,4.0,Inline
2005,Acura,TL,220000.0,Sedan,Automatic,4X4,blue,black,5,4,gasoline,5600,10.8,8.7,2.4,4.0,Inline
2005,Acura,TSX,246000.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,5995,10.6,7.1,2.4,4.0,Inline
2008,Acura,RDX,195.0,SUV,Automatic,4X4,other,black,5,4,gasoline,6700,12.5,9.3,2.4,4.0,Inline
2008,Acura,TSX,250000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,6950,10.8,8.7,2.4,4.0,Inline
2007,Acura,TL,196636.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,6990,11.6,7.5,3.2,6.0,V-Engine
2008,Acura,TL,245470.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,6995,11.6,7.5,2.4,6.0,V-Engine
2007,Acura,TSX,270000.0,Sedan,Automatic,FWD,green,black,5,4,gasoline,7200,10.8,8.7,2.4,4.0,Inline
2018,Acura,ILX,33810.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,26988,9.4,6.8,2.4,4.0,Inline
2007,Acura,RDX,245000.0,SUV,Automatic,4X4,white,black,5,4,gasoline,7200,10.8,8.7,2.4,4.0,Inline
2006,Acura,TL,196000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,7500,10.8,8.7,2.4,4.0,Inline
2009,Acura,CSX,196000.0,Sedan,Automatic,FWD,gray,black,5,4,gasoline,7899,10.8,8.7,2.4,4.0,Inline
2009,Acura,RDX,252610.0,SUV,Automatic,4X4,white,black,5,4,gasoline,7995,12.5,9.3,2.4,4.0,Inline
2005,Acura,TL,185000.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,8000,10.8,8.7,2.4,4.0,Inline
2001,Acura,TL,195000.0,Sedan,Automatic,FWD,yellow,black,5,4,gasoline,8700,10.8,8.7,2.4,4.0,Inline
2010,Acura,MDX,259000.0,SUV,Automatic,4X4,gray,black,7,4,gasoline,8995,10.8,8.7,3.5,4.0,Other
2001,Acura,TL,225000.0,Sedan,Automatic,FWD,yellow,black,5,4,gasoline,8998,10.8,8.7,2.4,4.0,Inline
2012,Acura,TSX,270000.0,Sedan,Manual,FWD,white,black,5,4,gasoline,8999,9.9,6.8,2.4,4.0,Inline
2020,Acura,RDX,59380.0,SUV,Automatic,4X4,white,black,5,4,gasoline,42994,11.0,8.6,2.4,4.0,Inline
2009,Acura,MDX,181418.0,SUV,Automatic,4X4,white,beige,7,4,gasoline,9199,15.7,11.8,3.5,4.0,Other
2011,Acura,RDX,250000.0,SUV,Automatic,4X4,other,black,5,4,gasoline,9500,11.7,8.7,2.3,4.0,Other
2008,Acura,TL,193000.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,9500,10.8,8.7,3.2,4.0,Other
2010,Acura,TSX,184000.0,Sedan,Manual,FWD,gray,black,5,4,gasoline,10000,10.8,8.7,2.4,4.0,Inline
2010,Acura,TSX,184000.0,Sedan,Manual,FWD,gray,black,5,4,gasoline,10000,10.8,8.7,2.4,4.0,Inline
2012,Acura,RDX,180000.0,SUV,Automatic,4X4,black,black,5,4,gasoline,10490,10.8,8.7,2.4,4.0,Inline
2013,Acura,TSX,228000.0,Sedan,Automatic,FWD,black,black,5,4,gasoline,10500,10.8,8.7,2.4,4.0,Inline
2010,Acura,MDX,90.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,10800,13.2,9.6,3.7,4.0,Other
2013,Acura,ILX,130000.0,Sedan,Automatic,FWD,blue,black,5,4,gasoline,11000,10.8,8.7,2.4,4.0,Inline
2021,Acura,RDX,58742.0,SUV,Automatic,4X4,white,black,5,4,gasoline,43495,11.3,9.1,2.0,4.0,Inline
2014,Acura,ILX,194000.0,Sedan,Automatic,FWD,white,black,5,4,gasoline,11199,10.8,8.7,2.4,4.0,Inline
2008,Acura,RDX,138566.0,SUV,Automatic,4X4,red,black,5,4,gasoline,11500,10.8,8.7,2.4,4.0,Inline
2011,Acura,RDX,218000.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,11777,10.8,8.7,2.4,4.0,Inline
2010,Acura,TSX,170000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,12000,10.8,8.7,2.4,4.0,Inline
2012,Acura,TL,209465.0,Sedan,Automatic,FWD,silver,black,5,4,gasoline,12990,10.4,6.8,3.5,6.0,Inline
2015,Acura,TLX,190000.0,Sedan,Automatic,4X4,black,black,5,4,gasoline,13000,10.8,8.7,2.4,4.0,Inline
2013,Acura,RDX,241111.0,SUV,Automatic,4X4,gray,black,5,4,gasoline,13995,9.8,6.2,2.4,6.0,V-Engine
